1,7500,1
7501,15000,1
15001,22500,1
22501,30000,1
30001,37500,1
37501,45000,1
45001,52500,1
52501,60000,1
60001,67500,1
67501,75000,1
75001,82500,1
82501,90000,1
90001,97500,1
97501,1.05e+05,1
1.05e+05,1.125e+05,1
1.125e+05,1.2e+05,1
1.2e+05,1.275e+05,1
1.275e+05,1.35e+05,1
1.35e+05,1.425e+05,3
1.425e+05,1.5e+05,3
1.5e+05,1.575e+05,3
1.575e+05,1.65e+05,3
1.65e+05,1.725e+05,1
1.725e+05,1.8e+05,3
1.8e+05,1.875e+05,3
1.875e+05,1.95e+05,3
1.95e+05,2.025e+05,4
2.025e+05,2.1e+05,4
2.1e+05,2.175e+05,4
2.175e+05,2.25e+05,4
2.25e+05,2.325e+05,1
2.325e+05,2.4e+05,3
2.4e+05,2.475e+05,4
2.475e+05,2.55e+05,4
2.55e+05,2.625e+05,4
2.625e+05,2.7e+05,4
2.7e+05,2.775e+05,4
2.775e+05,2.85e+05,4
2.85e+05,2.925e+05,4
2.925e+05,3e+05,4
3e+05,3.075e+05,4
3.075e+05,3.15e+05,4
3.15e+05,3.225e+05,4
3.225e+05,3.3e+05,4
3.3e+05,3.375e+05,4
3.375e+05,3.45e+05,4
3.45e+05,3.525e+05,4
3.525e+05,3.6e+05,4
3.6e+05,3.675e+05,5
3.675e+05,3.75e+05,5
3.75e+05,3.825e+05,5
3.825e+05,3.9e+05,5
3.9e+05,3.975e+05,5
3.975e+05,4.05e+05,5
4.05e+05,4.125e+05,5
4.125e+05,4.2e+05,5
4.2e+05,4.275e+05,1
4.275e+05,4.35e+05,1
4.35e+05,4.425e+05,3
4.425e+05,4.5e+05,4
4.5e+05,4.575e+05,4
4.575e+05,4.65e+05,4
4.65e+05,4.725e+05,4
4.725e+05,4.8e+05,4
4.8e+05,4.875e+05,4
4.875e+05,4.95e+05,4
4.95e+05,5.025e+05,4
5.025e+05,5.1e+05,4
5.1e+05,5.175e+05,4
5.175e+05,5.25e+05,1
5.25e+05,5.325e+05,1
5.325e+05,5.4e+05,1
5.4e+05,5.475e+05,3
5.475e+05,5.55e+05,3
5.55e+05,5.625e+05,4
5.625e+05,5.7e+05,4
5.7e+05,5.775e+05,4
5.775e+05,5.85e+05,4
5.85e+05,5.925e+05,4
5.925e+05,6e+05,4
6e+05,6.075e+05,4
6.075e+05,6.15e+05,4
6.15e+05,6.225e+05,4
6.225e+05,6.3e+05,4
6.3e+05,6.375e+05,4
6.375e+05,6.45e+05,4
6.45e+05,6.525e+05,4
6.525e+05,6.6e+05,4
6.6e+05,6.675e+05,5
6.675e+05,6.75e+05,5
6.75e+05,6.825e+05,5
6.825e+05,6.9e+05,5
6.9e+05,6.975e+05,5
6.975e+05,7.05e+05,5
7.05e+05,7.125e+05,5
7.125e+05,7.2e+05,5
7.2e+05,7.275e+05,5
7.275e+05,7.35e+05,5
7.35e+05,7.425e+05,5
