7501.0,15000.0,1.0
15001.0,22500.0,1.0
22501.0,30000.0,3.0
30001.0,37500.0,3.0
37501.0,45000.0,4.0
45001.0,52500.0,4.0
52501.0,60000.0,4.0
60001.0,67500.0,4.0
67501.0,75000.0,4.0
75001.0,82500.0,4.0
82501.0,90000.0,4.0
90001.0,97500.0,4.0
97501.0,105000.0,4.0
105000.0,112500.0,4.0
112500.0,120000.0,4.0
120000.0,127500.0,4.0
127500.0,135000.0,4.0
135000.0,142500.0,4.0
142500.0,150000.0,4.0
150000.0,157500.0,4.0
157500.0,165000.0,4.0
165000.0,172500.0,4.0
172500.0,180000.0,4.0
180000.0,187500.0,4.0
187500.0,195000.0,4.0
195000.0,202500.0,4.0
202500.0,210000.0,4.0
210000.0,217500.0,5.0
217500.0,225000.0,4.0
225000.0,232500.0,4.0
232500.0,240000.0,4.0
240000.0,247500.0,4.0
247500.0,255000.0,4.0
255000.0,262500.0,5.0
262500.0,270000.0,5.0
270000.0,277500.0,5.0
277500.0,285000.0,5.0
285000.0,292500.0,5.0
292500.0,300000.0,5.0
300000.0,307500.0,5.0
307500.0,315000.0,5.0
315000.0,322500.0,5.0
322500.0,330000.0,5.0
330000.0,337500.0,5.0
337500.0,345000.0,5.0
345000.0,352500.0,5.0
352500.0,360000.0,5.0
360000.0,367500.0,5.0
367500.0,375000.0,5.0
375000.0,382500.0,5.0
382500.0,390000.0,5.0
390000.0,397500.0,5.0
397500.0,405000.0,5.0
405000.0,412500.0,5.0
412500.0,420000.0,5.0
420000.0,427500.0,5.0
427500.0,435000.0,5.0
435000.0,442500.0,5.0
442500.0,450000.0,5.0
450000.0,457500.0,5.0
457500.0,465000.0,5.0
465000.0,472500.0,5.0
472500.0,480000.0,5.0
480000.0,487500.0,5.0
487500.0,495000.0,5.0
495000.0,502500.0,5.0
502500.0,510000.0,5.0
510000.0,517500.0,5.0
517500.0,525000.0,5.0
525000.0,532500.0,5.0
532500.0,540000.0,5.0
540000.0,547500.0,5.0
547500.0,555000.0,5.0
555000.0,562500.0,5.0
562500.0,570000.0,5.0
570000.0,577500.0,5.0
577500.0,585000.0,5.0
585000.0,592500.0,5.0
592500.0,600000.0,5.0
600000.0,607500.0,5.0
607500.0,615000.0,5.0
615000.0,622500.0,5.0
622500.0,630000.0,5.0
630000.0,637500.0,5.0
637500.0,645000.0,5.0
645000.0,652500.0,4.0
652500.0,660000.0,4.0
660000.0,667500.0,4.0
667500.0,675000.0,4.0
675000.0,682500.0,4.0
682500.0,690000.0,4.0
690000.0,697500.0,4.0
697500.0,705000.0,4.0
705000.0,712500.0,4.0
712500.0,720000.0,4.0
720000.0,727500.0,4.0
727500.0,735000.0,4.0
735000.0,742500.0,5.0
742500.0,750000.0,5.0
750000.0,757500.0,5.0
757500.0,765000.0,5.0
765000.0,772500.0,5.0
772500.0,780000.0,5.0
780000.0,787500.0,5.0
787500.0,795000.0,5.0
795000.0,802500.0,5.0
802500.0,810000.0,5.0
810000.0,817500.0,5.0
817500.0,825000.0,5.0
825000.0,832500.0,5.0
832500.0,840000.0,5.0
840000.0,847500.0,5.0
847500.0,855000.0,5.0
855000.0,862500.0,5.0
862500.0,870000.0,5.0
870000.0,877500.0,5.0
877500.0,885000.0,5.0
885000.0,892500.0,5.0
892500.0,900000.0,4.0
900000.0,907500.0,5.0
907500.0,915000.0,4.0
915000.0,922500.0,4.0
922500.0,930000.0,4.0
930000.0,937500.0,4.0
937500.0,945000.0,4.0
945000.0,952500.0,4.0
952500.0,960000.0,4.0
960000.0,967500.0,4.0
967500.0,975000.0,4.0
975000.0,982500.0,4.0
982500.0,990000.0,4.0
990000.0,997500.0,4.0
997500.0,1005000.0,4.0
1005000.0,1012500.0,4.0
1012500.0,1020000.0,4.0
1020000.0,1027500.0,4.0
1027500.0,1035000.0,4.0
1035000.0,1042500.0,4.0
1042500.0,1050000.0,4.0
1050000.0,1057500.0,4.0
1057500.0,1065000.0,4.0
