9248117.03639943,3191550.211541401,86825260.31913297,1,0,0,0,0
8357876.705035993,14445078.618972575,4354231903.724223,1,0,0,0,0
4639679.358317277,20195674.289300725,993284799.4583237,1,0,0,0,0
10914536.36657244,76986014.38550936,3388800582.15605,1,0,0,0,0
11078984.622360976,2085147.507220049,111976879.61111319,1,0,0,0,0
22897419.262982234,2334607.8146535135,18235539.804619387,1,0,0,0,0
7705707.707704328,1950508.1799071357,41110914.84388834,1,0,0,0,0
20280821.186582785,4965316.53274857,188675613.68902788,1,0,0,0,0
18551637.5734414,1494508.3480304512,13833721.11366301,1,0,0,0,0
15359611.349216565,2116032.8461123286,12574577.080412531,1,0,0,0,0
14940321.153586753,1596822.0650345003,22559980.889306642,1,0,0,0,0
13938645.666135665,1760415.783695896,14857439.97611355,1,0,0,0,0
3417337.3423717357,1557772.684052842,28117800.089943722,1,0,0,0,0
2082421.1708770369,5197976.36146314,243869720.6780535,1,0,0,0,0
2840601.350203338,1164104.5714895674,62135934.96639984,1,0,0,0,0
13508411.91368865,1224668.5876498476,11241546.162564822,1,0,0,0,0
1671282.394433781,1133936.388348223,8796299.682414234,0,0,1,0,0
2593023.8190261996,3938630.7630035626,5733330.035010507,0,0,1,0,0
1307810.1692096926,3332625.238044719,11837533.876078054,0,0,1,0,0
1406930.076893865,2577772.3781013982,9727714.041938934,0,0,1,0,0
1022890.7096640803,3018108.7547733933,7628843.738499525,0,0,1,0,0
1032922.0151799715,2760767.38168084,19028411.946156994,0,0,0,1,0
1807554.7700375011,5785754.80338675,35546533.31570855,0,0,0,1,0
805122.0363477856,4015213.3441835563,19027187.470325552,0,0,0,1,0
2626587.065248837,8692914.432284318,19434925.476269968,0,0,0,1,0
1195960.9060181105,6028728.950290387,84374666.5357248,0,0,0,1,0
1065568.889968099,4446355.405335789,49793803.75604994,0,0,0,1,0
2436353.453125711,13989357.439875133,68554788.7489815,0,0,0,1,0
1639564.7844763806,4049062.158738328,34649831.65238262,0,0,0,1,0
1867752.863774158,6991070.293462387,28554075.105186347,0,0,1,0,0
1429179.2568569088,2533748.522506283,18691075.849459074,0,0,0,1,0
2887474.9358466854,10605551.983219849,49019795.50080237,0,0,0,1,0
2562796.593469005,5431117.598224862,68231053.79370882,0,0,0,1,0
1849924.1479526965,6128350.059701302,70558884.56446452,0,0,0,1,0
2556610.6341952295,6888429.101298505,33206750.776014037,0,0,0,1,0
5756195.170865482,7217869.319138581,135851098.36561292,0,0,0,1,0
2507402.816356062,2795793.431571607,37980958.80247811,0,0,0,1,0
3664887.018497064,6217587.108337865,83639861.5495233,0,0,0,1,0
2699971.0948864366,7859379.85588955,51571432.825823,0,0,0,1,0
3276446.7160625216,5752083.601744322,182959903.73148277,0,0,0,1,0
3793065.066577045,9844007.370846573,103531624.16595149,0,0,0,1,0
3040009.2360347565,6672044.556693072,62323016.693760455,0,0,0,1,0
5010278.4736101,6843015.401639525,94861179.13931893,0,0,0,1,0
4940397.138409079,7300474.691210879,71007918.76942258,0,0,0,1,0
4185117.1940650074,6370926.711434216,83077798.2093328,0,0,0,1,0
2911686.810709206,9014715.027531423,127346785.45964696,0,0,0,1,0
4805373.270619818,5195850.70057416,132957300.38470781,0,0,0,1,0
4449483.227483942,8819136.269343283,109795353.14109422,0,0,0,1,0
2997248.3851156244,7401701.802421721,73308274.14772709,0,0,0,1,0
3430485.58566589,7472486.172652484,117014490.82682247,0,0,0,1,0
5679268.600796413,8383608.590245222,192498626.55924293,0,0,0,0,1
5028262.149582637,12247330.994647002,235799292.26812544,0,0,0,0,1
2818300.84082225,8879450.710837645,153288302.31271976,0,0,0,0,1
5845386.157428672,11839456.394932695,355812288.6399487,0,0,0,0,1
3713200.5650754403,11314889.421234926,266261070.8594606,0,0,0,0,1
7040735.386011466,7024678.750208413,183281842.8046145,0,0,0,0,1
3843858.128201809,8817597.600254554,291143302.046487,0,0,0,0,1
4509511.152675899,8887578.27029349,305220591.1087021,0,0,0,0,1
3464573.8630085746,9724553.13108123,196495995.42306805,0,0,0,0,1
3765349.1597317248,8457596.90610712,307767029.04219776,0,0,0,0,1
3447194.008263226,9307722.15562261,333082405.75535053,0,0,0,0,1
2517966.0338407,8280600.897651787,315004220.50781196,0,0,0,0,1
4693314.439792881,12048992.698203297,388044164.99287826,0,0,0,0,1
5187343.01828338,11026231.858471852,344776368.14483917,0,0,0,0,1
5675501.940368235,12019706.752478343,284544553.6711889,0,0,0,0,1
3554410.6372961877,11360808.192512652,401592673.4705003,0,0,0,0,1
3471161.306693391,13483780.507386958,352933015.5909816,0,0,0,0,1
3970192.0312425927,9127008.021758487,427748629.5572278,0,0,0,0,1
3426051.879841425,10625242.360092578,494523247.5686998,0,0,0,0,1
3718496.1478121546,12493170.24635027,390841205.47903323,0,0,0,0,1
3619210.332758353,9399582.8924178,524311934.04700464,0,0,0,0,1
2630090.8240171243,10083051.977514219,495274286.433561,0,0,0,0,1
4065870.7644009176,10254113.11985789,478498439.6840437,0,0,0,0,1
4190106.4199373387,10266720.425149746,522062995.45056015,0,0,0,0,1
5651488.757714452,9303209.044452267,477101689.06609803,0,0,0,0,1
4359601.782198104,9892158.698269917,545703703.6779177,0,0,0,0,1
4038573.4354126216,10353598.39521979,589900185.9224129,0,0,0,0,1
